title,budget,revenue,popularity,vote_average,vote_count,runtime,primary_genre,season,release_year,ROI,investment_success,success_probability,investment_decision,budget_M,revenue_M
Bend It Like Beckham,3500159,76578641,22.054546,6.2,578,112.0,Comedy,Spring,2002,21.878617799934233,1,87.6,Invest with confidence,3.5,76.6
Crossover,5800000,7000000,3.201886,4.2,10,95.0,Action,Off-Season,2006,1.206896551724138,0,13.3,Do not invest,5.8,7.0
[REC]²,5600000,18469680,22.341462,6.4,489,85.0,Thriller,Off-Season,2009,3.298157142857143,1,67.5,Invest with caution,5.6,18.5
The Sting,5500000,159616327,28.500913,7.9,622,129.0,Comedy,Holiday,1973,29.021150363636362,1,80.7,Invest with confidence,5.5,159.6
Chariots of Fire,5500000,58972904,10.439971,6.8,207,123.0,Drama,Spring,1981,10.722346181818182,1,64.5,Invest with caution,5.5,59.0
High Plains Drifter,5500000,15700000,19.127239,7.4,278,105.0,Western,Spring,1973,2.8545454545454545,1,65.3,Invest with caution,5.5,15.7
Galaxina,5500000,4865000,2.141143,3.3,16,95.0,Comedy,Summer,1980,0.8845454545454545,0,12.5,Do not invest,5.5,4.9
Mambo Italiano,4361898,3031801,2.080741,5.6,28,92.0,Comedy,Summer,2003,0.6950646255368649,0,28.4,Do not invest,4.4,3.0
Wonderland,5000000,2466444,7.79068,6.2,73,104.0,Crime,Off-Season,2003,0.4932888,0,36.3,Check the details,5.0,2.5
Do the Right Thing,6500000,37295445,15.580335,7.6,292,120.0,Drama,Summer,1989,5.7377607692307695,1,79.8,Invest with confidence,6.5,37.3
Rang De Basanti,2200000,11502151,5.206967,7.2,97,157.0,Drama,Off-Season,2006,5.228250454545455,1,75.6,Invest with confidence,2.2,11.5
Miss Julie,5500000,5000000,5.033065,5.9,45,120.0,Drama,Off-Season,2014,0.9090909090909091,0,34.8,Do not invest,5.5,5.0
Saw II,4000000,152925093,42.187986,6.3,1251,92.0,Horror,Off-Season,2005,38.23127325,1,85.5,Invest with confidence,4.0,152.9
10 Cloverfield Lane,15000000,108286421,53.698683,6.8,2468,103.0,Thriller,Spring,2016,7.219094733333334,1,85.6,Invest with confidence,15.0,108.3
Jackass: The Movie,5000000,64282312,14.752587,6.1,345,87.0,Documentary,Off-Season,2002,12.8564624,1,68.5,Invest with caution,5.0,64.3
Lights Out,4900000,44107032,48.170508,6.3,1129,81.0,Horror,Summer,2016,9.001435102040816,1,91.2,Invest with confidence,4.9,44.1
Paranormal Activity 3,5000000,205703818,29.15813,5.9,669,83.0,Horror,Off-Season,2011,41.1407636,1,85.1,Invest with confidence,5.0,205.7
Ouija,5000000,103590271,56.30466,4.9,983,89.0,Horror,Off-Season,2014,20.7180542,1,92.6,Invest with confidence,5.0,103.6
A Nightmare on Elm Street 3: Dream Warriors,5000000,44793222,17.304055,6.5,354,96.0,Horror,Off-Season,1987,8.9586444,1,68.4,Invest with caution,5.0,44.8
Instructions Not Included,5500000,99067206,9.59729,7.5,205,115.0,Comedy,Summer,2013,18.012219272727272,1,71.6,Invest with confidence,5.5,99.1
Paranormal Activity 4,5000000,142817992,20.326337,5.2,563,95.0,Horror,Off-Season,2012,28.5635984,1,81.3,Invest with confidence,5.0,142.8
The Robe,4100000,36000000,4.028875,6.4,42,135.0,Drama,Off-Season,1953,8.78048780487805,1,50.5,Invest with caution,4.1,36.0
The Return of the Pink Panther,5000000,41833347,6.470766,6.7,137,113.0,Comedy,Spring,1975,8.3666694,1,53.4,Invest with caution,5.0,41.8
Freddy's Dead: The Final Nightmare,11000000,34872033,16.856231,5.1,272,89.0,Horror,Off-Season,1991,3.170184818181818,1,73.4,Invest with confidence,11.0,34.9
Monster,8000000,60378584,19.683187,7.0,485,110.0,Crime,Holiday,2003,7.547323,1,75.2,Invest with confidence,8.0,60.4
"20,000 Leagues Under the Sea",5000000,28200000,9.358197,6.8,157,127.0,Adventure,Holiday,1954,5.64,1,81.2,Invest with confidence,5.0,28.2
Paranormal Activity: The Marked Ones,5000000,86362372,19.984477,5.2,449,84.0,Horror,Off-Season,2014,17.2724744,1,83.4,Invest with confidence,5.0,86.4
The Elephant Man,5000000,26010864,30.271066,7.9,719,124.0,Drama,Off-Season,1980,5.2021728,1,79.7,Invest with confidence,5.0,26.0
Dallas Buyers Club,5000000,55198285,59.454473,7.9,2886,117.0,Drama,Off-Season,2013,11.039657,1,93.8,Invest with confidence,5.0,55.2
The Lazarus Effect,3300000,64110728,20.304235,5.1,505,83.0,Thriller,Off-Season,2015,19.427493333333334,1,89.8,Invest with confidence,3.3,64.1
Memento,9000000,39723096,60.715151,8.1,4028,113.0,Mystery,Off-Season,2000,4.413677333333333,1,94.6,Invest with confidence,9.0,39.7
Oculus,5000000,44030246,35.871248,6.3,1050,104.0,Horror,Off-Season,2013,8.8060492,1,85.0,Invest with confidence,5.0,44.0
Clerks II,5000000,26888376,18.077963,6.9,398,97.0,Comedy,Spring,2006,5.3776752,1,78.6,Invest with confidence,5.0,26.9
Billy Elliot,5000000,110000000,20.428237,7.4,750,110.0,Drama,Spring,2000,22.0,1,78.3,Invest with confidence,5.0,110.0
The Way Way Back,4600000,23198652,32.14444,7.1,688,103.0,Comedy,Summer,2013,5.043185217391304,1,83.6,Invest with confidence,4.6,23.2
The Man from Snowy River,3500000,20659423,3.656491,6.8,37,104.0,Family,Spring,1982,5.902692285714286,1,33.4,Do not invest,3.5,20.7
Our Idiot Brother,10000000,17273593,15.688439,5.9,365,90.0,Comedy,Summer,2011,1.7273593,0,71.2,Invest with confidence,10.0,17.3
Race,5000000,24804129,22.9951,7.1,478,134.0,Action,Off-Season,2016,4.9608258,1,77.0,Invest with confidence,5.0,24.8
"As Above, So Below",5000000,40100000,26.510558,6.1,766,93.0,Horror,Summer,2014,8.02,1,87.2,Invest with confidence,5.0,40.1
Still Alice,5000000,43884652,35.307577,7.5,1104,99.0,Drama,Holiday,2014,8.7769304,1,88.6,Invest with confidence,5.0,43.9
The Egyptian,5000000,15000000,4.079111,6.0,11,139.0,History,Summer,1954,3.0,1,67.6,Invest with caution,5.0,15.0
Nighthawks,5000000,19905359,7.058868,6.4,86,99.0,Action,Spring,1981,3.9810718,1,47.4,Check the details,5.0,19.9
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14000000,12.904615,4.8,191,100.0,Horror,Summer,1989,2.8,1,80.2,Invest with confidence,5.0,14.0
My Big Fat Greek Wedding,5000000,368744044,18.115566,6.2,671,95.0,Comedy,Off-Season,2002,73.7488088,1,74.2,Invest with confidence,5.0,368.7
Spring Breakers,5000000,31724284,62.554173,5.0,1551,94.0,Drama,Off-Season,2013,6.3448568,1,83.8,Invest with confidence,5.0,31.7
Halloween: The Curse of Michael Myers,5000000,15116634,9.483717,5.0,170,88.0,Horror,Off-Season,1995,3.0233268,1,72.0,Invest with confidence,5.0,15.1
Y Tu Mamá También,5000000,33616692,16.890285,7.3,315,106.0,Drama,Summer,2001,6.7233384,1,81.1,Invest with confidence,5.0,33.6
Shaun of the Dead,4000000,30039392,49.12486,7.5,2420,99.0,Horror,Spring,2004,7.509848,1,91.3,Invest with confidence,4.0,30.0
Lone Star,5000000,13269963,5.960149,6.9,77,135.0,Drama,Summer,1996,2.6539926,1,76.6,Invest with confidence,5.0,13.3
Halloween 4: The Return of Michael Myers,5000000,17768757,9.302349,5.9,209,88.0,Horror,Off-Season,1988,3.5537514,1,75.0,Invest with confidence,5.0,17.8
Lone Wolf McQuade,5000000,12232628,8.452666,5.5,67,107.0,Action,Spring,1983,2.4465256,1,55.7,Invest with caution,5.0,12.2
Apollo 18,5000000,25562924,17.028252,5.0,356,86.0,Horror,Summer,2011,5.1125848,1,85.3,Invest with confidence,5.0,25.6
Sunshine Cleaning,5000000,16174377,19.336367,6.5,255,102.0,Comedy,Off-Season,2008,3.2348754,1,70.9,Invest with confidence,5.0,16.2
No Escape,5000000,54418872,38.006982,6.7,777,103.0,Action,Summer,2015,10.8837744,1,77.8,Invest with confidence,5.0,54.4
Solomon and Sheba,5000000,12200000,0.835617,5.4,8,139.0,Drama,Holiday,1959,2.44,1,51.5,Invest with caution,5.0,12.2
Fifty Shades of Black,20000000,21164799,14.947588,4.3,331,92.0,Romance,Off-Season,2016,1.05823995,0,46.1,Check the details,20.0,21.2
A Farewell to Arms,4,25,1.199451,6.2,28,89.0,Drama,Holiday,1932,6.25,1,69.1,Invest with caution,0.0,0.0
The Barbarian Invasions,8000000,3432342,3.03091,6.7,77,99.0,Comedy,Spring,2003,0.42904275,0,42.6,Check the details,8.0,3.4
Force 10 from Navarone,5000000,7230000,5.348446,6.4,91,118.0,Action,Holiday,1978,1.446,0,46.8,Check the details,5.0,7.2
Once Upon a Time in the West,5000000,5321508,49.333137,8.1,1128,175.0,Western,Holiday,1968,1.0643016,0,37.9,Check the details,5.0,5.3
Made,5000000,5476060,4.149628,6.3,55,94.0,Action,Summer,2001,1.095212,0,20.0,Do not invest,5.0,5.5
Moon,5000000,9760104,46.114184,7.6,1794,97.0,Science Fiction,Summer,2009,1.9520208,0,83.8,Invest with confidence,5.0,9.8
Sea Rex 3D: Journey to a Prehistoric World,5000000,4074023,4.498368,5.9,11,41.0,Documentary,Spring,2010,0.8148046,0,23.1,Do not invest,5.0,4.1
The Sweet Hereafter,5000000,3263585,7.673124,6.8,103,112.0,Drama,Spring,1997,0.652717,0,52.8,Invest with caution,5.0,3.3
Of Gods and Men,4000000,41424067,4.992475,6.5,91,120.0,Drama,Spring,2010,10.35601675,1,61.5,Invest with caution,4.0,41.4
Bottle Shock,5000000,4040588,6.174435,6.6,60,110.0,Comedy,Summer,2008,0.8081176,0,39.7,Check the details,5.0,4.0
Heavenly Creatures,5000000,3049135,8.753409,7.0,294,99.0,Drama,Off-Season,1994,0.609827,0,68.2,Invest with caution,5.0,3.0
90 Minutes in Heaven,5000000,4842699,3.943706,5.4,40,121.0,Drama,Off-Season,2015,0.9685398,0,44.8,Check the details,5.0,4.8
Everything Must Go,5000000,2614773,9.169411,6.0,208,97.0,Comedy,Off-Season,2010,0.5229546,0,54.8,Invest with caution,5.0,2.6
Zero Effect,5000000,1980338,2.732031,6.0,55,116.0,Comedy,Off-Season,1998,0.3960676,0,31.7,Do not invest,5.0,2.0
The Machinist,5000000,8203235,35.252056,7.3,1247,101.0,Thriller,Off-Season,2004,1.640647,0,69.8,Invest with caution,5.0,8.2
Kill the Messenger,5000000,2450846,21.343093,6.6,355,112.0,Thriller,Off-Season,2014,0.4901692,0,66.5,Invest with caution,5.0,2.5
Rabbit Hole,5000000,5129058,10.095184,6.9,165,91.0,Drama,Holiday,2010,1.0258116,0,65.1,Invest with caution,5.0,5.1
Party Monster,5000000,742898,4.129165,5.9,58,98.0,Comedy,Off-Season,2003,0.1485796,0,26.3,Do not invest,5.0,0.7
Green Room,5000000,3220371,30.001024,6.7,683,95.0,Horror,Spring,2016,0.6440742,0,72.6,Invest with confidence,5.0,3.2
Atlas Shrugged Part III: Who is John Galt?,5000000,846704,1.731035,3.9,15,99.0,Drama,Off-Season,2014,0.1693408,0,17.7,Do not invest,5.0,0.8
Bottle Rocket,7000000,560069,11.700578,6.8,281,91.0,Comedy,Off-Season,1996,0.08000985714285715,0,65.8,Invest with caution,7.0,0.6
Tucker and Dale vs Evil,5000000,5476793,19.940245,7.3,847,89.0,Comedy,Off-Season,2010,1.0953586,0,78.4,Invest with confidence,5.0,5.5
The Visit,5000000,98450062,38.94708,6.0,1360,94.0,Horror,Off-Season,2015,19.6900124,1,93.9,Invest with confidence,5.0,98.5
Redacted,5000000,782102,3.792015,6.2,37,90.0,Drama,Off-Season,2007,0.1564204,0,21.7,Do not invest,5.0,0.8
Soul Kitchen,5000000,17872796,5.461487,7.1,116,99.0,Drama,Off-Season,2009,3.5745592,1,49.1,Check the details,5.0,17.9
Sling Blade,1000000,24475416,14.805264,7.4,231,135.0,Drama,Summer,1996,24.475416,1,93.1,Invest with confidence,1.0,24.5
The Awakening,4798235,209696,25.30216,6.3,458,107.0,Horror,Summer,2011,0.043702736527077145,0,79.1,Invest with confidence,4.8,0.2
Hostel,4800000,80578934,38.83192,5.7,887,94.0,Horror,Off-Season,2005,16.787277916666667,1,89.3,Invest with confidence,4.8,80.6
Take Shelter,5000000,3099314,19.807295,7.1,471,120.0,Thriller,Holiday,2011,0.6198628,0,66.8,Invest with caution,5.0,3.1
The Texas Chainsaw Massacre 2,4700000,8025872,9.617777,5.9,139,101.0,Horror,Summer,1986,1.707632340425532,0,61.9,Invest with caution,4.7,8.0
Pat Garrett & Billy the Kid,4638783,11000000,4.495256,7.2,65,106.0,Western,Spring,1973,2.3713116134123973,1,54.0,Invest with caution,4.6,11.0
Only God Forgives,4800000,10337387,35.754865,5.6,862,90.0,Drama,Spring,2013,2.1536222916666667,1,89.7,Invest with confidence,4.8,10.3
Police Academy,4500000,146198896,15.002502,6.5,602,96.0,Comedy,Spring,1984,32.488643555555555,1,76.9,Invest with confidence,4.5,146.2
The Blue Lagoon,4500000,58853106,22.585384,5.8,408,104.0,Romance,Summer,1980,13.078468,1,79.6,Invest with confidence,4.5,58.9
Four Weddings and a Funeral,6000000,254700832,29.834065,6.6,632,117.0,Comedy,Spring,1994,42.45013866666667,1,75.5,Invest with confidence,6.0,254.7
Fast Times at Ridgemont High,4500000,27092880,20.403344,7.0,322,90.0,Comedy,Summer,1982,6.02064,1,84.5,Invest with confidence,4.5,27.1
Moby Dick,4500000,10400000,5.224593,6.9,89,116.0,Adventure,Summer,1956,2.311111111111111,1,60.9,Invest with caution,4.5,10.4
25th Hour,15000000,13060843,30.196039,7.2,629,135.0,Crime,Holiday,2002,0.8707228666666667,0,74.8,Invest with confidence,15.0,13.1
Bound,4500000,7011317,15.359952,6.9,198,108.0,Crime,Off-Season,1996,1.5580704444444444,0,68.7,Invest with caution,4.5,7.0
Requiem for a Dream,4500000,7390108,11.573034,7.9,2443,102.0,Crime,Off-Season,2000,1.6422462222222223,0,88.4,Invest with confidence,4.5,7.4
Moms' Night Out,5000000,10429707,10.274542,5.5,121,98.0,Comedy,Spring,2014,2.0859414,1,60.4,Invest with caution,5.0,10.4
Donnie Darko,6000000,1270522,61.210016,7.7,3452,113.0,Fantasy,Off-Season,2001,0.21175366666666667,0,95.7,Invest with confidence,6.0,1.3
Life During Wartime,4500000,744816,3.108881,6.3,30,97.0,Comedy,Off-Season,2009,0.16551466666666667,0,22.3,Do not invest,4.5,0.7
After.Life,4500000,3606395,14.570359,5.4,251,104.0,Drama,Spring,2010,0.8014211111111111,0,72.1,Invest with confidence,4.5,3.6
One Flew Over the Cuckoo's Nest,3000000,108981275,127.525581,8.2,2919,133.0,Drama,Holiday,1975,36.32709166666667,1,95.1,Invest with confidence,3.0,109.0
Airlift,4500000,32000000,2.551559,7.3,57,126.0,Thriller,Off-Season,2016,7.111111111111111,1,48.3,Check the details,4.5,32.0
The Sweeney,3730500,6294161,6.938854,5.7,109,112.0,Action,Off-Season,2012,1.6872164589197158,0,48.6,Check the details,3.7,6.3
Whale Rider,8000000,41400000,12.439495,7.1,111,101.0,Drama,Off-Season,2003,5.175,1,46.1,Check the details,8.0,41.4
Night Watch,4200000,32000000,12.540624,6.3,210,114.0,Fantasy,Summer,2004,7.619047619047619,1,77.7,Invest with confidence,4.2,32.0
The Crying Game,3705538,62548947,8.839651,6.9,176,112.0,Romance,Off-Season,1992,16.879855772630048,1,60.8,Invest with caution,3.7,62.5
Porky's,4000000,125728258,12.891276,6.1,183,94.0,Comedy,Holiday,1981,31.4320645,1,64.5,Invest with caution,4.0,125.7
Night of the Living Dead,114000,30000000,25.666029,7.5,580,96.0,Horror,Off-Season,1968,263.1578947368421,1,89.4,Invest with confidence,0.1,30.0
Lost in Translation,4000000,119723856,45.66662,7.3,1895,102.0,Drama,Summer,2003,29.930964,1,94.0,Invest with confidence,4.0,119.7
Annie Hall,4000000,38251425,35.892034,7.8,1010,93.0,Comedy,Spring,1977,9.56285625,1,91.5,Invest with confidence,4.0,38.3
The Greatest Show on Earth,4000000,36000000,8.988455,6.6,50,152.0,Action,Off-Season,1952,9.0,1,50.0,Invest with caution,4.0,36.0
Monster's Ball,4000000,44909486,14.042041,6.5,250,111.0,Drama,Holiday,2001,11.2273715,1,66.5,Invest with caution,4.0,44.9
Maggie,4000000,187112,40.016306,5.2,593,95.0,Horror,Spring,2015,0.046778,0,67.1,Invest with caution,4.0,0.2
Leaving Las Vegas,3600000,49800000,22.030517,7.1,360,112.0,Drama,Off-Season,1995,13.833333333333334,1,82.6,Invest with confidence,3.6,49.8
The Boy Next Door,4000000,52425855,24.161735,4.1,1022,91.0,Thriller,Off-Season,2015,13.10646375,1,85.8,Invest with confidence,4.0,52.4
Trapeze,4000000,14400000,1.379354,6.4,22,105.0,Drama,Spring,1956,3.6,1,38.4,Check the details,4.0,14.4
The Kids Are All Right,3500000,34705850,15.338211,6.5,506,106.0,Comedy,Summer,2010,9.915957142857144,1,87.3,Invest with confidence,3.5,34.7
They Live,4000000,13008928,29.852608,7.1,550,94.0,Action,Holiday,1988,3.252232,1,69.7,Invest with caution,4.0,13.0
The Great Escape,4000000,11744471,35.061467,7.8,717,172.0,Adventure,Summer,1963,2.93611775,1,88.5,Invest with confidence,4.0,11.7
The Last Exorcism Part II,5000000,15179302,10.605752,4.4,203,88.0,Horror,Off-Season,2013,3.0358604,1,79.5,Invest with confidence,5.0,15.2
Boyhood,4000000,44349000,43.40352,7.5,1971,164.0,Drama,Summer,2014,11.08725,1,92.3,Invest with confidence,4.0,44.3
Scoop,4000000,31584901,17.229537,6.4,420,96.0,Comedy,Summer,2006,7.89622525,1,83.5,Invest with confidence,4.0,31.6
The Wash,7000000,10229331,2.453459,5.3,26,93.0,Action,Holiday,2001,1.461333,0,13.2,Do not invest,7.0,10.2
3 Strikes,6000000,9000000,1.433692,5.9,15,82.0,Action,Spring,2000,1.5,0,10.2,Do not invest,6.0,9.0
The Misfits,4000000,8200000,2.930058,6.8,72,124.0,Drama,Off-Season,1961,2.05,1,67.3,Invest with caution,4.0,8.2
Topaz,4000000,6000000,5.975604,6.1,77,143.0,Action,Holiday,1969,1.5,0,71.7,Invest with confidence,4.0,6.0
Let's Go to Prison,4000000,4630045,4.59841,5.5,69,84.0,Comedy,Holiday,2006,1.15751125,0,60.7,Invest with caution,4.0,4.6
Four Rooms,4000000,4300000,22.87623,6.5,530,98.0,Crime,Holiday,1995,1.075,0,74.5,Invest with confidence,4.0,4.3
Secretary,4000000,9304609,19.107285,6.7,376,104.0,Comedy,Off-Season,2002,2.32615225,1,71.2,Invest with confidence,4.0,9.3
Talk Radio,4000000,3468572,4.541908,6.7,46,110.0,Drama,Holiday,1988,0.867143,0,26.8,Do not invest,4.0,3.5
You Kill Me,4000000,2426851,6.091951,6.2,80,90.0,Comedy,Off-Season,2007,0.60671275,0,46.1,Check the details,4.0,2.4
Red State,4000000,1104682,12.062371,5.9,316,88.0,Horror,Summer,2011,0.2761705,0,86.2,Invest with confidence,4.0,1.1
Mirrormask,4000000,866999,7.758188,6.6,102,101.0,Fantasy,Off-Season,2005,0.21674975,0,44.4,Check the details,4.0,0.9
Joe,4000000,2365467,22.987897,6.5,338,118.0,Drama,Spring,2014,0.59136675,0,73.3,Invest with confidence,4.0,2.4
Shooting Fish,3000000,302204,1.204941,7.0,23,109.0,Crime,Summer,1997,0.10073466666666667,0,40.9,Check the details,3.0,0.3
Prison,1300000,354704,7.605291,6.7,27,102.0,Crime,Spring,1988,0.2728492307692308,0,25.4,Do not invest,1.3,0.4
Trust,9500000,120000,21.230737,6.6,307,104.0,Crime,Off-Season,2010,0.01263157894736842,0,57.6,Invest with caution,9.5,0.1
Adore,16000000,318982,18.790221,6.1,291,100.0,Drama,Spring,2013,0.019936375,0,46.3,Check the details,16.0,0.3
Mondays in the Sun,4000000,146402,3.663108,7.1,36,113.0,Drama,Off-Season,2002,0.0366005,0,35.3,Check the details,4.0,0.1
Stake Land,650000,33245,12.496261,6.2,285,98.0,Drama,Off-Season,2010,0.05114615384615385,0,79.3,Invest with confidence,0.6,0.0
Another Happy Day,4000000,355688,3.238466,6.2,37,119.0,Comedy,Holiday,2011,0.088922,0,35.8,Check the details,4.0,0.4
A Lonely Place to Die,4000000,25345000,8.30723,6.2,157,99.0,Adventure,Spring,2011,6.33625,1,60.0,Invest with caution,4.0,25.3
Hell's Angels,3950000,8000000,8.484123,6.1,19,127.0,Action,Holiday,1930,2.0253164556962027,1,58.6,Invest with caution,4.0,8.0
A Man for All Seasons,3900000,28350000,9.541688,7.5,89,120.0,Drama,Holiday,1966,7.269230769230769,1,67.6,Invest with caution,3.9,28.4
Network,3800000,23689877,17.234745,7.7,381,121.0,Drama,Holiday,1976,6.234178157894737,1,84.0,Invest with confidence,3.8,23.7
Gone with the Wind,4000000,400176459,48.98255,7.7,970,238.0,Drama,Holiday,1939,100.04411475,1,85.4,Invest with confidence,4.0,400.2
Major Dundee,3800000,14873,3.490215,6.2,38,123.0,War,Spring,1965,0.003913947368421052,0,36.4,Check the details,3.8,0.0
Annie Get Your Gun,3768785,8000000,1.726175,7.3,22,107.0,Action,Spring,1950,2.122700021359669,1,45.3,Check the details,3.8,8.0
Four Lions,967686,4270000,20.544999,7.0,423,101.0,Comedy,Spring,2010,4.412588380941751,1,88.8,Invest with confidence,1.0,4.3
Defendor,3500000,44462,8.45342,6.5,195,101.0,Drama,Off-Season,2009,0.012703428571428572,0,57.2,Invest with caution,3.5,0.0
The Pirate,3700000,2956000,0.90522,6.6,17,102.0,Music,Summer,1948,0.798918918918919,0,22.8,Do not invest,3.7,3.0
The History Boys,4000000,13401952,3.771652,6.6,66,109.0,Comedy,Off-Season,2006,3.350488,1,55.8,Invest with caution,4.0,13.4
Midnight Cowboy,3600000,44785053,21.119209,7.4,299,113.0,Drama,Spring,1969,12.4402925,1,82.3,Invest with confidence,3.6,44.8
The Full Monty,3500000,257850122,17.002623,6.8,363,91.0,Comedy,Summer,1997,73.67146342857143,1,86.1,Invest with confidence,3.5,257.9
Airplane!,3500000,83453539,46.116885,7.1,1074,88.0,Comedy,Summer,1980,23.843868285714287,1,95.3,Invest with confidence,3.5,83.5
Friday,3500000,28215918,25.5748,7.0,503,91.0,Comedy,Spring,1995,8.061690857142857,1,86.7,Invest with confidence,3.5,28.2
Menace II Society,3500000,27900000,3.418871,7.2,173,97.0,Drama,Spring,1993,7.9714285714285715,1,66.6,Invest with caution,3.5,27.9
Creepshow 2,3500000,14000000,10.729884,5.9,129,92.0,Horror,Spring,1987,4.0,1,66.3,Invest with caution,3.5,14.0
The Ballad of Cable Hogue,3716946,5000000,2.676535,6.9,47,121.0,Action,Spring,1970,1.3451903794136368,0,50.8,Invest with caution,3.7,5.0
In Cold Blood,3500000,13007551,7.821438,7.4,82,134.0,Crime,Holiday,1967,3.716443142857143,1,78.6,Invest with confidence,3.5,13.0
The Nun's Story,3500000,12800000,3.281509,7.4,46,149.0,Drama,Summer,1959,3.657142857142857,1,65.8,Invest with caution,3.5,12.8
Harper,3500000,12000000,2.938973,6.2,35,121.0,Action,Off-Season,1966,3.4285714285714284,1,47.6,Check the details,3.5,12.0
Frenzy,3500000,12600000,10.219942,7.1,158,116.0,Crime,Spring,1972,3.6,1,75.7,Invest with confidence,3.5,12.6
The Witch,3500000,40423945,50.319662,6.3,1434,92.0,Mystery,Off-Season,2016,11.549698571428571,1,93.4,Invest with confidence,3.5,40.4
She's the One,3500000,9482579,8.406025,5.7,70,96.0,Comedy,Summer,1996,2.7093082857142856,1,60.9,Invest with caution,3.5,9.5
Gods and Monsters,10000000,6451628,5.588652,6.8,81,105.0,Drama,Off-Season,1998,0.6451628,0,31.2,Do not invest,10.0,6.5
The Secret in Their Eyes,2000000,33965843,25.894065,7.8,626,129.0,Crime,Summer,2009,16.9829215,1,93.2,Invest with confidence,2.0,34.0
Evil Dead II,3600000,5923044,35.674774,7.6,742,84.0,Horror,Spring,1987,1.64529,0,77.8,Invest with confidence,3.6,5.9
Troll Hunter,3500000,4159678,12.982319,6.7,583,103.0,Fantasy,Off-Season,2010,1.1884794285714286,0,76.4,Invest with confidence,3.5,4.2
Winter Passing,3500000,113783,3.643608,6.7,28,98.0,Comedy,Off-Season,2006,0.03250942857142857,0,27.3,Do not invest,3.5,0.1
High Anxiety,3400000,31063038,5.690619,6.5,84,94.0,Comedy,Holiday,1977,9.136187647058824,1,45.5,Check the details,3.4,31.1
March of the Penguins,8000000,127392239,17.537154,6.9,358,80.0,Documentary,Off-Season,2005,15.924029875,1,75.1,Invest with confidence,8.0,127.4
Margin Call,3500000,19504039,26.259389,6.7,524,107.0,Thriller,Off-Season,2011,5.572582571428572,1,76.0,Invest with confidence,3.5,19.5
Choke,3000000,3830137,11.637458,6.0,127,92.0,Comedy,Off-Season,2008,1.2767123333333332,0,56.1,Invest with caution,3.0,3.8
Whiplash,3300000,13092000,192.528841,8.3,4254,105.0,Drama,Off-Season,2014,3.9672727272727273,1,89.5,Invest with confidence,3.3,13.1
City of God,3300000,30641770,44.356711,8.1,1814,130.0,Drama,Off-Season,2002,9.28538484848485,1,91.6,Invest with confidence,3.3,30.6
Human Traffic,600000,4000000,4.859873,6.8,97,99.0,Comedy,Summer,1999,6.666666666666667,1,69.9,Invest with caution,0.6,4.0
The Hunt,3800000,16800000,21.826888,7.9,927,115.0,Drama,Summer,2012,4.421052631578948,1,90.7,Invest with confidence,3.8,16.8
The Opposite Sex,3300000,45000,2.964785,4.1,9,96.0,Comedy,Holiday,2014,0.013636363636363636,0,22.3,Do not invest,3.3,0.0
Dreaming of Joseph Lees,2000000,7,0.11615,8.0,1,92.0,Romance,Off-Season,1999,3.5e-06,0,15.2,Do not invest,2.0,0.0
Rosemary's Baby,3200000,33395426,26.180367,7.5,863,136.0,Horror,Summer,1968,10.436070625,1,94.6,Invest with confidence,3.2,33.4
The Man Who Shot Liberty Valance,3200000,8000000,11.735287,7.4,265,123.0,Western,Spring,1962,2.5,1,77.5,Invest with confidence,3.2,8.0
Beginners,3200000,5332926,11.933449,6.8,347,105.0,Drama,Off-Season,2010,1.666539375,0,72.9,Invest with confidence,3.2,5.3
Animal House,2700000,141000000,17.332585,7.0,418,109.0,Comedy,Summer,1978,52.22222222222222,1,90.8,Invest with confidence,2.7,141.0
Goldfinger,2500000,124881062,47.812466,7.2,987,110.0,Adventure,Off-Season,1964,49.9524248,1,92.5,Invest with confidence,2.5,124.9
It's a Wonderful Life,3180000,9644124,42.868495,8.0,1076,130.0,Drama,Holiday,1946,3.032743396226415,1,91.7,Invest with confidence,3.2,9.6
Trainspotting,4000000,16491080,63.513324,7.8,2655,93.0,Drama,Off-Season,1996,4.12277,1,95.4,Invest with confidence,4.0,16.5
Paranormal Activity 2,3000000,177512032,22.789649,5.7,722,91.0,Horror,Off-Season,2010,59.17067733333333,1,88.1,Invest with confidence,3.0,177.5
Bowling for Columbine,4000000,35564473,11.414843,7.3,453,120.0,Documentary,Off-Season,2002,8.89111825,1,77.3,Invest with confidence,4.0,35.6
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,29999213,21.607228,5.7,361,87.0,Horror,Off-Season,1985,9.999737666666666,1,83.6,Invest with confidence,3.0,30.0
A Room with a View,3000000,20966644,7.961559,6.9,156,117.0,Drama,Holiday,1985,6.9888813333333335,1,62.8,Invest with caution,3.0,21.0
The Purge,3000000,89328627,54.403033,6.0,2428,86.0,Science Fiction,Spring,2013,29.776209,1,89.3,Invest with confidence,3.0,89.3
Sinister,3000000,77712439,41.045084,6.7,1573,110.0,Horror,Spring,2012,25.904146333333333,1,92.0,Invest with confidence,3.0,77.7
Martin Lawrence Live: Runteldat,3000000,19184015,0.295226,5.0,1,113.0,Comedy,Summer,2002,6.3946716666666665,1,41.9,Check the details,3.0,19.2
